UserID,Age,Category,Gender,Location,Income,Debt,Owns_Property,Profession,Demographics,Platform,Total_Tim_ Spent,Video_Category,Time Spent On Video,Scroll Rate,Frequency,Watch Reason,DeviceType,OS,Watch Time,CurrentActivity,ConnectionType
156,32,30-39,Male,United States,91947.0,True,True,Students,Urban,Facebook,16.0,Vlogs,28.0,4.0,Afternoon,Boredom,Smartphone,MacOS,5:00 PM,At home,Mobile Data
157,60,60-69,Female,Japan,81001.0,True,True,Students,Rural,Instagram,278.0,Pranks,19.0,,Night,Boredom,Smartphone,MacOS,,At work,Wi-Fi
158,46,40-49,Other,Pakistan,,True,False,driver,Rural,TikTok,13.0,Pranks,20.0,7.0,Night,Boredom,Tablet,Android,9:00 PM,At school,Mobile Data
159,53,50-59,Female,Vietnam,71707.0,True,False,Manager,Rural,Instagram,147.0,Jokes/Memes,12.0,26.0,Evening,Procrastination,Computer,iOS,,At school,Mobile Data
160,30,30-39,Other,India,53243.0,True,False,Students,Rural,Facebook,240.0,Jokes/Memes,,75.0,Evening,Entertainment,Smartphone,Android,2:00 PM,Commuting,Mobile Data
161,49,40-49,Male,India,41800.0,False,True,Waiting staff,Rural,TikTok,97.0,Life Hacks,8.0,,Afternoon,Entertainment,Tablet,Android,,At work,Wi-Fi
162,24,20-29,Male,Indonesia,95939.0,True,False,Labor/Worker,Urban,YouTube,26.0,Trends,7.0,10.0,Afternoon,Habit,Smartphone,iOS,5:00 PM,At home,Wi-Fi
163,39,30-39,Other,Japan,77828.0,True,False,Students,Rural,Facebook,61.0,Gaming,6.0,,Night,Boredom,Smartphone,Windows,9:00 PM,At work,Mobile Data
164,45,40-49,Male,India,27239.0,False,False,Manager,Rural,TikTok,143.0,Entertainment,25.0,44.0,Evening,Entertainment,Smartphone,Windows,2:00 PM,At home,Mobile Data
165,19,15-19,Male,Japan,26710.0,False,False,Cashier,Urban,YouTube,220.0,Jokes/Memes,9.0,39.0,Evening,Boredom,Smartphone,MacOS,2:00 PM,Commuting,Mobile Data
166,59,50-59,Male,Japan,41384.0,False,True,Engineer,Urban,YouTube,228.0,Entertainment,27.0,19.0,Afternoon,Entertainment,Smartphone,Android,5:00 PM,At work,Mobile Data
167,62,60-69,Male,Philippines,41038.0,False,False,Labor/Worker,Rural,Instagram,214.0,Gaming,13.0,,Evening,Habit,Computer,Windows,,At school,Mobile Data
168,23,20-29,Male,Japan,60846.0,True,True,Students,Urban,Facebook,220.0,Gaming,7.0,,Evening,Entertainment,Tablet,iOS,,At school,Wi-Fi
169,45,40-49,Female,United States,,True,False,Waiting staff,Rural,YouTube,286.0,Trends,8.0,76.0,Afternoon,Habit,Smartphone,MacOS,5:00 PM,At work,Mobile Data
170,45,40-49,Female,Philippines,57991.0,True,True,Labor/Worker,Rural,TikTok,33.0,Trends,22.0,52.0,Afternoon,Entertainment,Smartphone,Windows,5:00 PM,At home,Mobile Data
171,61,60-69,Male,Japan,99057.0,True,False,driver,Rural,YouTube,13.0,Life Hacks,17.0,,Afternoon,Habit,Smartphone,iOS,,At school,Wi-Fi
172,61,60-69,Male,Germany,26971.0,False,True,Students,Rural,YouTube,161.0,Jokes/Memes,17.0,47.0,Night,Entertainment,Tablet,Android,9:00 PM,At work,Mobile Data
173,37,30-39,Female,United States,49139.0,False,False,Cashier,Rural,Instagram,,Entertainment,16.0,,Night,Habit,Smartphone,Android,9:00 PM,At work,Mobile Data
174,47,40-49,Male,India,97067.0,True,True,Cashier,Rural,Instagram,177.0,Gaming,22.0,46.0,Evening,Entertainment,Tablet,Android,2:00 PM,At home,Mobile Data
175,28,20-29,Male,Philippines,57711.0,True,False,Students,Urban,TikTok,185.0,ASMR,2.0,76.0,Night,Entertainment,Smartphone,MacOS,9:00 PM,Commuting,Wi-Fi
176,45,40-49,Female,Indonesia,26530.0,False,True,Teacher,Urban,Instagram,65.0,Life Hacks,8.0,93.0,Evening,Habit,Smartphone,Android,,At work,Mobile Data
177,42,40-49,Male,United States,,False,False,Waiting staff,Rural,YouTube,117.0,ASMR,17.0,21.0,Morning,Boredom,Smartphone,Android,,At home,Wi-Fi
178,56,50-59,Female,Indonesia,85794.0,True,True,Labor/Worker,Rural,YouTube,150.0,Trends,13.0,75.0,Evening,Boredom,Tablet,MacOS,,At school,Mobile Data
179,50,50-59,Male,India,20282.0,False,False,driver,Urban,Instagram,164.0,Trends,18.0,48.0,Afternoon,Habit,Smartphone,Android,5:00 PM,At work,Mobile Data
180,18,15-19,Other,Indonesia,99473.0,True,True,Waiting staff,Urban,YouTube,271.0,Vlogs,24.0,62.0,Afternoon,Entertainment,Smartphone,iOS,5:00 PM,At home,Mobile Data
181,44,40-49,Female,India,21898.0,False,False,Engineer,Rural,YouTube,282.0,Life Hacks,28.0,58.0,Evening,Procrastination,Computer,iOS,,At school,Mobile Data
182,30,30-39,Female,India,24135.0,False,,driver,Rural,TikTok,241.0,Life Hacks,22.0,,Evening,Procrastination,Tablet,Android,,At school,Mobile Data
183,58,50-59,Male,Philippines,26629.0,False,False,Labor/Worker,Rural,Instagram,250.0,Jokes/Memes,28.0,,Evening,Habit,Smartphone,iOS,2:00 PM,At school,Wi-Fi
184,20,20-29,Female,Japan,85031.0,True,True,Cashier,Rural,YouTube,267.0,ASMR,10.0,91.0,Evening,Habit,Tablet,MacOS,,At school,Mobile Data
185,56,50-59,Male,Barzil,53380.0,True,False,Labor/Worker,Rural,Instagram,258.0,Pranks,2.0,48.0,Night,Entertainment,Smartphone,MacOS,9:00 PM,At home,Wi-Fi
186,23,20-29,Male,India,37071.0,False,True,Labor/Worker,Urban,TikTok,86.0,Jokes/Memes,2.0,63.0,Evening,Entertainment,Smartphone,iOS,2:00 PM,At work,Mobile Data
187,25,20-29,Male,Philippines,40074.0,False,False,Artist,Rural,Instagram,189.0,Entertainment,,12.0,Afternoon,Procrastination,Tablet,Android,,At home,Mobile Data
188,44,40-49,Male,Germany,87843.0,True,True,Waiting staff,Urban,YouTube,75.0,Life Hacks,14.0,87.0,Morning,Procrastination,Smartphone,Android,8:00 AM,At work,Mobile Data
189,26,20-29,Female,India,59901.0,True,True,driver,Rural,Instagram,180.0,Entertainment,16.0,,Morning,Entertainment,Smartphone,Windows,8:00 AM,Commuting,Wi-Fi
190,54,50-59,Male,Mexico,31205.0,False,True,Teacher,Rural,YouTube,31.0,Pranks,7.0,,Morning,Habit,Smartphone,Android,8:00 AM,At home,Mobile Data
191,50,50-59,Male,Indonesia,75661.0,True,True,Engineer,Rural,YouTube,116.0,Entertainment,21.0,87.0,Evening,Boredom,Smartphone,Android,2:00 PM,At work,Wi-Fi
192,59,50-59,Other,Barzil,25906.0,False,False,driver,Rural,YouTube,236.0,Life Hacks,,53.0,Evening,Entertainment,Smartphone,iOS,2:00 PM,At home,Wi-Fi
193,61,60-69,Male,Japan,22591.0,False,True,Waiting staff,Urban,TikTok,225.0,Jokes/Memes,24.0,25.0,Evening,Habit,Smartphone,iOS,2:00 PM,At home,Wi-Fi
194,41,40-49,Female,United States,,True,True,Labor/Worker,Rural,Instagram,78.0,Vlogs,12.0,62.0,Afternoon,Entertainment,Smartphone,MacOS,5:00 PM,At home,Mobile Data
195,32,30-39,Other,India,83370.0,True,True,Teacher,Urban,TikTok,93.0,Trends,28.0,,Evening,Habit,Tablet,Android,2:00 PM,At school,Wi-Fi
196,49,40-49,Male,Vietnam,74400.0,True,False,Waiting staff,Rural,Instagram,112.0,Life Hacks,23.0,94.0,Evening,Habit,Tablet,Android,2:00 PM,At home,Mobile Data
197,49,40-49,Male,Pakistan,,False,True,Waiting staff,Rural,TikTok,48.0,Jokes/Memes,28.0,94.0,Evening,Habit,Smartphone,Android,2:00 PM,At home,Mobile Data
198,41,40-49,Male,Barzil,51852.0,True,False,Manager,Urban,Facebook,22.0,Gaming,14.0,13.0,Night,Habit,Smartphone,MacOS,,At work,Wi-Fi
199,58,50-59,Male,United States,62870.0,True,False,Artist,Rural,YouTube,190.0,Pranks,25.0,42.0,Morning,Boredom,Computer,Android,,At home,Wi-Fi
200,29,20-29,Male,India,72756.0,True,False,Students,Rural,YouTube,277.0,Entertainment,4.0,49.0,Evening,Boredom,Smartphone,Android,2:00 PM,Commuting,Mobile Data
201,56,50-59,Other,Vietnam,76481.0,True,False,Labor/Worker,Rural,TikTok,22.0,Pranks,26.0,,Evening,Entertainment,Tablet,Android,,At school,Wi-Fi
202,19,15-19,Female,Philippines,21283.0,False,False,driver,Rural,Facebook,129.0,Jokes/Memes,4.0,,Morning,Habit,Computer,MacOS,8:00 AM,At home,Mobile Data
203,20,20-29,Female,Japan,,True,True,Labor/Worker,Rural,YouTube,66.0,Trends,18.0,47.0,Evening,Habit,Smartphone,Windows,,At home,Mobile Data
204,54,50-59,Female,India,21125.0,False,False,Artist,Rural,Instagram,49.0,Gaming,3.0,8.0,Night,Habit,Smartphone,Android,,At school,Wi-Fi
205,34,30-39,Male,India,87065.0,True,False,Students,Rural,TikTok,137.0,Trends,1.0,55.0,Night,Boredom,Computer,Android,9:00 PM,Commuting,Wi-Fi
206,19,15-19,Male,India,46170.0,False,True,Engineer,Urban,YouTube,182.0,Gaming,17.0,,Evening,Boredom,Computer,Android,,At school,Mobile Data
207,19,15-19,Male,India,28438.0,False,True,Waiting staff,Rural,YouTube,44.0,Life Hacks,7.0,18.0,Night,Habit,Smartphone,Windows,8:30 PM,At school,Wi-Fi
208,45,40-49,Female,Vietnam,40095.0,False,True,Waiting staff,Rural,TikTok,268.0,Comedy,16.0,35.0,Evening,Habit,Smartphone,Android,3:45 PM,Commuting,Wi-Fi
209,40,40-49,Male,Indonesia,36154.0,False,False,driver,Rural,TikTok,,Entertainment,5.0,,Night,Habit,Smartphone,Android,,At home,Mobile Data
210,54,50-59,Male,Pakistan,28004.0,False,False,driver,Rural,Instagram,227.0,Entertainment,19.0,81.0,Evening,Procrastination,Computer,iOS,,At school,Wi-Fi
211,49,40-49,Female,Germany,29752.0,False,False,Students,Rural,Instagram,20.0,Gaming,,32.0,Evening,Habit,Tablet,MacOS,3:45 PM,At home,
212,50,50-59,Other,India,75426.0,True,True,Manager,Rural,YouTube,126.0,Vlogs,14.0,24.0,Afternoon,Habit,Smartphone,Android,6:05 PM,At work,Wi-Fi
213,18,15-19,Other,Mexico,46819.0,False,False,Waiting staff,Urban,YouTube,193.0,Trends,2.0,7.0,Evening,Boredom,Smartphone,Android,,At school,Mobile Data
214,36,30-39,Female,Pakistan,44217.0,False,False,Labor/Worker,Rural,TikTok,125.0,Life Hacks,3.0,13.0,Evening,Habit,Smartphone,iOS,,At work,Mobile Data
215,19,15-19,Male,India,52994.0,True,False,Students,Rural,YouTube,171.0,Jokes/Memes,17.0,91.0,Evening,Boredom,Smartphone,iOS,3:45 PM,At school,Mobile Data
216,61,60-69,Male,Japan,35036.0,False,False,Artist,Rural,YouTube,76.0,Entertainment,16.0,69.0,Night,Habit,Tablet,iOS,,At home,Mobile Data
217,43,40-49,Male,India,97275.0,True,True,Engineer,Rural,TikTok,209.0,Gaming,8.0,90.0,Evening,Entertainment,Computer,Android,3:45 PM,At home,Mobile Data
218,49,40-49,Male,United States,69416.0,True,,Waiting staff,Urban,YouTube,40.0,Life Hacks,,,Morning,Procrastination,Smartphone,Android,9:15 AM,At home,Mobile Data
219,23,20-29,Other,Pakistan,29587.0,False,True,Manager,Rural,YouTube,84.0,Comedy,15.0,,Night,Procrastination,Smartphone,Android,,Commuting,
220,49,40-49,Male,Mexico,20645.0,False,False,Manager,Rural,Facebook,246.0,Pranks,7.0,74.0,Night,Procrastination,Smartphone,iOS,,At home,Mobile Data
221,21,20-29,Male,India,50930.0,True,True,Students,Urban,Instagram,75.0,Trends,,26.0,Night,Boredom,Smartphone,Android,8:30 PM,At school,Mobile Data
222,28,20-29,Male,Indonesia,50090.0,True,False,Students,Rural,TikTok,79.0,Life Hacks,9.0,86.0,Evening,Entertainment,Computer,MacOS,,At work,
223,34,30-39,Other,Vietnam,72142.0,True,True,Waiting staff,Rural,Facebook,29.0,Vlogs,6.0,,Afternoon,Entertainment,Tablet,iOS,6:05 PM,At school,Mobile Data
224,55,50-59,Other,United States,46475.0,False,False,Students,Rural,Instagram,235.0,ASMR,18.0,32.0,Evening,Habit,Tablet,iOS,,At school,Wi-Fi
225,41,40-49,Male,Philippines,38888.0,False,True,Labor/Worker,Rural,Instagram,208.0,Life Hacks,18.0,91.0,Evening,Boredom,Tablet,Windows,3:45 PM,At home,Mobile Data
226,22,20-29,Male,Pakistan,63732.0,True,False,Manager,Rural,Instagram,48.0,Pranks,25.0,97.0,Evening,Boredom,Smartphone,Android,,At work,Wi-Fi
227,51,50-59,Male,Japan,66305.0,True,True,Engineer,Rural,Facebook,154.0,Entertainment,26.0,52.0,Night,Habit,Computer,MacOS,,At work,Wi-Fi
228,23,20-29,Male,Vietnam,,True,False,Engineer,Rural,Facebook,54.0,Trends,24.0,20.0,Night,Habit,Smartphone,Android,8:30 PM,At school,Wi-Fi
229,39,30-39,Other,United States,29346.0,False,True,Manager,Rural,Instagram,100.0,Gaming,14.0,,Evening,Habit,Tablet,Android,3:45 PM,At home,Mobile Data
230,28,20-29,Male,India,20587.0,False,False,Labor/Worker,Rural,YouTube,247.0,Life Hacks,14.0,,Night,Entertainment,Computer,Android,,At home,Mobile Data
231,33,30-39,Female,United States,32763.0,False,True,Students,Rural,YouTube,79.0,Pranks,14.0,77.0,Night,Boredom,Tablet,MacOS,,At school,Mobile Data
232,50,50-59,Male,Vietnam,79165.0,True,False,Cashier,Rural,Facebook,175.0,Life Hacks,25.0,14.0,Night,Entertainment,Tablet,iOS,8:30 PM,At school,Mobile Data
233,26,20-29,Other,United States,89615.0,True,True,Students,Urban,Facebook,,Life Hacks,4.0,44.0,Night,Boredom,Smartphone,Android,8:30 PM,At home,Wi-Fi
234,23,20-29,Male,Germany,56116.0,True,False,Waiting staff,Urban,Facebook,223.0,ASMR,4.0,86.0,Afternoon,Entertainment,Tablet,iOS,6:05 PM,Commuting,Mobile Data
235,33,30-39,Female,Barzil,45556.0,False,True,driver,Urban,Instagram,98.0,Trends,15.0,82.0,Evening,Boredom,Smartphone,iOS,3:45 PM,Commuting,Mobile Data
236,46,40-49,Female,Indonesia,79042.0,True,False,Students,Urban,YouTube,261.0,Life Hacks,15.0,48.0,Evening,Procrastination,Computer,Android,3:45 PM,At school,Wi-Fi
237,20,20-29,Other,India,38099.0,False,True,,Rural,Facebook,81.0,Jokes/Memes,18.0,93.0,Morning,Habit,Computer,MacOS,,At home,Mobile Data
238,37,30-39,Female,Vietnam,65096.0,True,False,Artist,Rural,Facebook,174.0,Trends,14.0,43.0,Night,Habit,Tablet,Android,,At work,Mobile Data
239,53,50-59,Male,Germany,91986.0,True,True,Students,Rural,TikTok,58.0,Jokes/Memes,26.0,,Evening,Habit,Computer,iOS,,At school,Mobile Data
240,36,30-39,Female,Germany,33230.0,False,True,Waiting staff,Rural,Instagram,61.0,Jokes/Memes,1.0,35.0,Afternoon,Procrastination,Tablet,iOS,6:05 PM,Commuting,Wi-Fi
241,43,40-49,Other,Philippines,,False,True,Waiting staff,Rural,TikTok,298.0,Life Hacks,10.0,,Afternoon,Entertainment,Smartphone,Windows,6:05 PM,At work,Mobile Data
242,20,20-29,Other,United States,90969.0,True,True,Cashier,Rural,YouTube,287.0,Life Hacks,29.0,34.0,Evening,Entertainment,Tablet,Android,,At school,Mobile Data
243,36,30-39,Male,Barzil,53866.0,True,False,driver,Rural,TikTok,123.0,Life Hacks,20.0,3.0,Night,Procrastination,Smartphone,Android,8:30 PM,At school,Mobile Data
244,37,30-39,Female,Germany,,True,True,driver,Rural,TikTok,248.0,ASMR,10.0,68.0,Night,Habit,Smartphone,iOS,8:30 PM,At home,
245,49,40-49,Male,Barzil,61855.0,True,False,Waiting staff,Urban,TikTok,142.0,Jokes/Memes,10.0,5.0,Evening,Procrastination,Smartphone,Android,3:45 PM,At school,Mobile Data
246,24,20-29,Male,United States,26416.0,False,False,driver,Rural,Instagram,283.0,Life Hacks,27.0,10.0,Night,Habit,Smartphone,Android,8:30 PM,At home,Mobile Data
247,58,50-59,Male,Vietnam,92516.0,True,False,Students,Rural,YouTube,175.0,Jokes/Memes,,,Morning,Entertainment,Computer,Windows,,At home,Mobile Data
248,50,50-59,Female,Japan,75915.0,True,False,Students,Rural,TikTok,252.0,Life Hacks,2.0,,Evening,Habit,Smartphone,Windows,,At home,Mobile Data
249,57,50-59,Female,United States,38058.0,False,,Students,Rural,Instagram,147.0,Jokes/Memes,29.0,96.0,Afternoon,Habit,Smartphone,iOS,6:05 PM,At school,Mobile Data
250,56,50-59,Male,Germany,96637.0,True,True,Labor/Worker,Rural,YouTube,,Trends,28.0,31.0,Afternoon,Procrastination,Smartphone,Android,6:05 PM,At work,Mobile Data
251,35,30-39,Other,India,60718.0,True,False,Waiting staff,Urban,Facebook,179.0,Gaming,27.0,,Afternoon,Entertainment,Smartphone,Android,6:05 PM,At home,Mobile Data
252,57,50-59,Female,United States,52602.0,True,False,driver,Rural,TikTok,132.0,Entertainment,8.0,76.0,Night,Habit,Smartphone,Android,,At home,Mobile Data
253,18,15-19,Female,United States,94658.0,True,True,Engineer,Rural,YouTube,185.0,Comedy,1.0,91.0,Evening,Habit,Smartphone,Windows,3:45 PM,At work,Mobile Data
254,28,20-29,Male,Philippines,98112.0,True,True,driver,Urban,TikTok,91.0,Gaming,1.0,69.0,Afternoon,Habit,Smartphone,Android,6:05 PM,At work,Mobile Data
255,45,40-49,Female,Indonesia,78067.0,True,True,Waiting staff,Rural,Facebook,96.0,Pranks,4.0,37.0,Afternoon,Procrastination,Tablet,iOS,6:05 PM,At work,Mobile Data
256,42,40-49,Female,India,47516.0,False,False,Labor/Worker,Rural,YouTube,234.0,Vlogs,7.0,27.0,Afternoon,Habit,Smartphone,MacOS,6:05 PM,Commuting,Mobile Data
257,40,40-49,Male,India,21089.0,False,False,Engineer,Rural,Instagram,25.0,Life Hacks,9.0,87.0,Night,Procrastination,Smartphone,Windows,8:30 PM,At home,Wi-Fi
258,48,40-49,Male,Philippines,57346.0,True,False,Engineer,Rural,YouTube,172.0,Life Hacks,16.0,,Evening,Boredom,Smartphone,Windows,,Commuting,Wi-Fi
259,47,40-49,Male,United States,94663.0,True,True,Labor/Worker,Rural,Instagram,107.0,ASMR,,68.0,Evening,Habit,Smartphone,iOS,3:45 PM,At school,Wi-Fi
260,59,50-59,Male,United States,30487.0,False,False,Waiting staff,Urban,YouTube,165.0,Pranks,2.0,59.0,Evening,Boredom,Smartphone,Android,3:45 PM,At work,Mobile Data
261,52,50-59,Male,United States,20155.0,False,False,Artist,Rural,Instagram,11.0,Entertainment,28.0,64.0,Evening,Habit,Smartphone,iOS,,At school,Wi-Fi
262,24,20-29,Male,Germany,87494.0,True,False,Students,Rural,Facebook,178.0,Pranks,23.0,85.0,Morning,Boredom,Smartphone,Windows,9:15 AM,At work,Mobile Data
263,33,30-39,Other,Philippines,96229.0,True,False,driver,Rural,Facebook,101.0,Life Hacks,11.0,,Evening,Entertainment,Smartphone,Windows,3:45 PM,At school,Mobile Data
264,43,40-49,Male,Vietnam,58547.0,True,True,Labor/Worker,Rural,Facebook,190.0,Entertainment,18.0,44.0,Morning,Entertainment,Tablet,Android,9:15 AM,At school,Wi-Fi
265,19,15-19,Male,India,48795.0,False,False,Students,Urban,YouTube,240.0,Vlogs,25.0,,Night,Procrastination,Computer,MacOS,8:30 PM,At work,Mobile Data
266,18,15-19,Male,Mexico,75296.0,True,True,driver,Rural,Facebook,157.0,Pranks,25.0,88.0,Afternoon,Habit,Tablet,Android,6:05 PM,Commuting,Mobile Data
267,29,20-29,Male,Pakistan,41447.0,False,False,driver,Rural,TikTok,289.0,Jokes/Memes,19.0,,Evening,Habit,Smartphone,Android,3:45 PM,At home,Mobile Data
268,22,20-29,Male,United States,56598.0,True,True,Artist,Urban,Facebook,198.0,Vlogs,13.0,,Night,Habit,Tablet,iOS,,At school,Wi-Fi
269,54,50-59,Female,India,61814.0,True,False,Waiting staff,Urban,Instagram,137.0,Pranks,24.0,74.0,Night,Habit,Smartphone,MacOS,8:30 PM,At school,Mobile Data
270,49,40-49,Female,India,,True,True,driver,Rural,Instagram,16.0,Comedy,11.0,49.0,Evening,Boredom,Smartphone,Android,,At home,Wi-Fi
271,26,20-29,Male,India,83278.0,True,False,Labor/Worker,Rural,Instagram,56.0,ASMR,20.0,66.0,Afternoon,Entertainment,Smartphone,Android,6:05 PM,At work,Mobile Data
272,58,50-59,Other,Philippines,75077.0,True,True,driver,Rural,YouTube,62.0,Gaming,19.0,,Afternoon,Habit,Tablet,Android,,At home,Mobile Data
273,52,50-59,Other,United States,91906.0,True,False,Waiting staff,Rural,TikTok,196.0,Pranks,17.0,63.0,Evening,Boredom,Tablet,MacOS,3:45 PM,At home,Mobile Data
274,36,30-39,Male,Pakistan,29528.0,False,True,Waiting staff,Rural,Facebook,47.0,Comedy,5.0,25.0,Evening,Entertainment,Computer,Android,,At work,Wi-Fi
275,33,30-39,Female,Japan,70100.0,True,False,Labor/Worker,Rural,TikTok,235.0,Jokes/Memes,13.0,4.0,Evening,Entertainment,Tablet,iOS,,Commuting,Mobile Data
276,20,20-29,Female,Germany,28179.0,False,True,driver,Rural,TikTok,62.0,Pranks,27.0,51.0,Night,Entertainment,Smartphone,Android,8:30 PM,At school,Mobile Data
277,37,30-39,Male,Barzil,68781.0,True,True,Engineer,Rural,Instagram,233.0,Trends,20.0,11.0,Night,Entertainment,Smartphone,iOS,,At home,Mobile Data
278,41,40-49,Other,Vietnam,75267.0,True,True,Labor/Worker,Rural,Instagram,163.0,Vlogs,1.0,17.0,Afternoon,Entertainment,Tablet,iOS,,Commuting,Mobile Data
279,50,50-59,Male,Pakistan,43952.0,False,True,Teacher,Rural,Instagram,57.0,Gaming,10.0,66.0,Night,Habit,Tablet,Windows,8:30 PM,At home,Mobile Data
280,41,40-49,Other,Barzil,73798.0,True,True,Cashier,Rural,YouTube,156.0,Vlogs,8.0,70.0,Evening,Habit,Tablet,Android,3:45 PM,At work,Mobile Data
281,28,20-29,Female,Philippines,70939.0,True,True,Waiting staff,Rural,TikTok,73.0,Pranks,24.0,73.0,Morning,Boredom,Smartphone,Android,9:15 AM,At home,Wi-Fi
282,25,20-29,Female,Barzil,49516.0,False,True,Students,Rural,TikTok,191.0,Vlogs,29.0,,Evening,Boredom,Tablet,Android,3:45 PM,At work,Wi-Fi
283,53,50-59,Male,Mexico,76526.0,True,True,Teacher,Rural,YouTube,134.0,Gaming,8.0,,Evening,Procrastination,Computer,iOS,,At home,Mobile Data
284,55,50-59,Male,India,30449.0,False,True,Labor/Worker,Rural,YouTube,188.0,Trends,19.0,29.0,Evening,Boredom,Smartphone,iOS,3:45 PM,Commuting,Wi-Fi
285,57,50-59,Male,Pakistan,70290.0,True,True,Students,Urban,YouTube,48.0,Entertainment,6.0,,Afternoon,Habit,Computer,Android,,At work,Mobile Data
286,37,30-39,Male,Philippines,92954.0,True,True,Waiting staff,Rural,TikTok,269.0,Vlogs,12.0,73.0,Evening,Entertainment,Smartphone,Android,,At home,Mobile Data
287,52,50-59,Male,Pakistan,42746.0,False,False,Students,Rural,TikTok,12.0,Vlogs,28.0,92.0,Evening,Habit,Smartphone,Android,,At school,Mobile Data
288,42,40-49,Female,Mexico,87990.0,True,True,Waiting staff,Rural,Instagram,,Jokes/Memes,7.0,72.0,Night,Procrastination,Smartphone,iOS,8:30 PM,At home,
289,52,50-59,Male,United States,78810.0,True,False,Students,Rural,Instagram,38.0,Pranks,16.0,95.0,Night,Habit,Computer,MacOS,,At work,Mobile Data
290,42,40-49,Female,United States,35223.0,False,True,,Urban,TikTok,20.0,Life Hacks,9.0,,Afternoon,Entertainment,Tablet,iOS,6:05 PM,Commuting,Mobile Data
291,46,40-49,Female,United States,92237.0,True,False,Teacher,Rural,Instagram,106.0,ASMR,21.0,27.0,Evening,Habit,Computer,Android,,At home,Mobile Data
292,35,30-39,Female,Indonesia,22597.0,False,True,Labor/Worker,Urban,YouTube,212.0,Jokes/Memes,25.0,8.0,Night,Entertainment,Smartphone,Windows,8:30 PM,At work,Mobile Data
293,63,60-69,Male,Barzil,85677.0,True,,Waiting staff,Urban,Facebook,30.0,Trends,,85.0,Evening,Habit,Smartphone,Android,3:45 PM,At home,Wi-Fi
294,35,30-39,Male,Indonesia,22659.0,False,True,Students,Rural,Instagram,48.0,Jokes/Memes,10.0,61.0,Evening,Boredom,Smartphone,Windows,,At school,Wi-Fi
295,19,15-19,Female,India,94567.0,True,False,Waiting staff,Rural,TikTok,232.0,Jokes/Memes,10.0,,Afternoon,Habit,Smartphone,Android,6:05 PM,At work,Wi-Fi
296,52,50-59,Male,Vietnam,35037.0,False,True,Labor/Worker,Rural,Instagram,111.0,Life Hacks,10.0,87.0,Afternoon,Habit,Computer,Android,6:05 PM,At school,Mobile Data
297,33,30-39,Female,Mexico,66738.0,True,False,Engineer,Rural,Instagram,55.0,Life Hacks,20.0,,Night,Entertainment,Tablet,Android,8:30 PM,At school,Mobile Data
298,58,50-59,Female,Philippines,91678.0,True,True,Engineer,Rural,Instagram,75.0,Trends,29.0,3.0,Evening,Boredom,Tablet,Android,3:45 PM,Commuting,Mobile Data
299,53,50-59,Male,Pakistan,32109.0,False,True,Waiting staff,Rural,Facebook,,Pranks,16.0,69.0,Morning,Boredom,Tablet,Android,9:15 AM,At work,Wi-Fi
300,50,50-59,Female,Germany,42010.0,False,True,Students,Rural,YouTube,173.0,Entertainment,1.0,73.0,Afternoon,Habit,Smartphone,Android,,Commuting,Wi-Fi
301,21,20-29,Female,Philippines,28787.0,False,True,Waiting staff,Rural,TikTok,120.0,Vlogs,17.0,7.0,Afternoon,Entertainment,Smartphone,iOS,,At home,Mobile Data
302,50,50-59,Male,Barzil,28472.0,False,False,Engineer,Urban,Facebook,132.0,Vlogs,26.0,60.0,Afternoon,Habit,Smartphone,iOS,6:05 PM,At home,Mobile Data
303,31,30-39,Male,Indonesia,43383.0,False,True,Cashier,Rural,TikTok,202.0,Jokes/Memes,21.0,4.0,Afternoon,Boredom,Computer,Android,6:05 PM,At school,
304,38,30-39,Other,Indonesia,81709.0,True,False,Waiting staff,Rural,TikTok,108.0,Gaming,29.0,5.0,Evening,Boredom,Smartphone,iOS,,At home,Mobile Data
305,37,30-39,Other,United States,89785.0,True,True,Artist,Rural,TikTok,168.0,Jokes/Memes,14.0,,Evening,Boredom,Smartphone,iOS,,At work,Mobile Data
306,25,20-29,Male,Indonesia,54518.0,True,False,Waiting staff,Rural,Facebook,112.0,Life Hacks,19.0,15.0,Night,Habit,Computer,iOS,8:30 PM,At school,Mobile Data
307,24,20-29,Female,Vietnam,73909.0,True,True,driver,Rural,YouTube,290.0,Entertainment,21.0,64.0,Evening,Habit,Smartphone,Android,3:45 PM,At work,Wi-Fi
308,20,20-29,Male,Japan,38351.0,False,False,Students,Rural,TikTok,52.0,Trends,21.0,98.0,Morning,Entertainment,Smartphone,Android,9:15 AM,At home,Wi-Fi
309,34,30-39,Female,Pakistan,89624.0,True,True,Engineer,Rural,YouTube,93.0,Jokes/Memes,17.0,13.0,Afternoon,Habit,Computer,Android,,At work,Mobile Data
310,50,50-59,Male,Japan,73330.0,True,False,Manager,Rural,YouTube,200.0,Jokes/Memes,14.0,,Morning,Entertainment,Smartphone,iOS,,At home,Mobile Data
311,29,20-29,Female,Pakistan,,False,True,driver,Rural,Instagram,60.0,Trends,,6.0,Night,Habit,Smartphone,Windows,8:30 PM,At school,Wi-Fi
312,39,30-39,Female,Mexico,41778.0,False,False,Manager,Rural,Facebook,219.0,Trends,21.0,56.0,Night,Habit,Smartphone,Android,,At work,Mobile Data
